tweet_id,timestamp,source_x,text_x,name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,source_y,text_y,user,stages,dog_stage,rating,rating_numeric
667435689202614272,2015-11-19 20:14:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ermergerd 12/10 https://t.co/PQni2sjPsm,,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,ROTTWEILER,0.999091,True,MINIATURE_PINSCHER,0.000450355,True,BLACK-AND-TAN_COONHOUND,0.00015714,True,317.0,86.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ermergerd 12/10 https://t.co/PQni2sjPsm,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155950, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,12.0/10.0,1.2
667437278097252352,2015-11-19 20:20:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1.0,PORCUPINE,0.989154,False,BATH_TOWEL,0.00630049,False,BADGER,0.00096634,False,467.0,251.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155950, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,10.0/10.0,1.0
667453023279554560,2015-11-19 21:22:56,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,Cupcake,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,LABRADOR_RETRIEVER,0.82567,True,FRENCH_BULLDOG,0.0566394,True,STAFFORDSHIRE_BULLTERRIER,0.0540184,True,321.0,94.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155950, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,11.0/10.0,1.1
667470559035432960,2015-11-19 22:32:36,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,a,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,TOY_POODLE,0.304175,True,PUG,0.223427,True,LAKELAND_TERRIER,0.0733165,True,267.0,101.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155949, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,11.0/10.0,1.1
667502640335572993,2015-11-20 00:40:05,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,Hall,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,LABRADOR_RETRIEVER,0.996709,True,GOLDEN_RETRIEVER,0.00168821,True,BEAGLE,0.000711667,True,,,,,,doggo,None,11.0/10.0,1.1
667509364010450944,2015-11-20 01:06:48,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,BEAGLE,0.636169,True,LABRADOR_RETRIEVER,0.119256,True,GOLDEN_RETRIEVER,0.0825492,True,7027.0,2230.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155948, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,12.0/10.0,1.2
667524857454854144,2015-11-20 02:08:22,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1.0,HARE,0.447893,False,DHOLE,0.0924353,False,CHESAPEAKE_BAY_RETRIEVER,0.0881224,True,1766.0,1176.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155948, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,12.0/10.0,1.2
667530908589760512,2015-11-20 02:32:25,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",Naphaniel,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,GOLDEN_RETRIEVER,0.633037,True,KUVASZ,0.146391,True,LABRADOR_RETRIEVER,0.0461837,True,486.0,256.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155946, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,10.0/10.0,1.0
667544320556335104,2015-11-20 03:25:43,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",Kial,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,POMERANIAN,0.412893,True,PEMBROKE,0.312958,True,CHIHUAHUA,0.0719604,True,900.0,553.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR","{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155946, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3999, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,10.0/10.0,1.0
667728196545200128,2015-11-20 15:36:22,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,Olive,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,KUVASZ,0.360159,True,GOLDEN_RETRIEVER,0.293744,True,LABRADOR_RETRIEVER,0.270673,True,387.0,159.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'time_zone': None, u'id': 4196983835, u'default_profile': False, u'verified': True, u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'is_translator': False, u'geo_enabled': True, u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/N7sNNHAEXS', u'indices': [0, 23], u'expanded_url': u'http://weratedogs.com', u'display_url': u'weratedogs.com'}]}, u'description': {u'urls': []}}, u'followers_count': 6155945, u'protected': False, u'id_str': u'4196983835', u'default_profile_image': False, u'listed_count': 3998, u'lang': u'en', u'utc_offset': None, u'statuses_count': 6762, u'description': u'Your Only Source for Professional Dog Ratings STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs | MOBILE APP: @GoodDogsGame Business: dogratingtwitter@gmail.com', u'friends_count': 103, u'profile_link_color': u'F5ABB5', u'profile_image_url': u'http://pbs.twimg.com/profile_images/948761950363664385/Fpr2Oz35_normal.jpg', u'notifications': False, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'profile_background_color': u'000000', u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/4196983835/1515037507', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'name': u'WeRateDogs™', u'is_translation_enabled': False, u'profile_background_tile': False, u'favourites_count': 132323, u'screen_name': u'dog_rates', u'url': u'https://t.co/N7sNNHAEXS', u'created_at': u'Sun Nov 15 21:41:29 +0000 2015', u'contributors_enabled': False, u'location': u'𝓶𝓮𝓻𝓬𝓱 ↴      DM YOUR DOGS', u'profile_sidebar_border_color': u'000000', u'translator_type': u'none', u'following': False}",doggo,None,11.0/10.0,1.1
